pH,N,P,K,OC,Fe,Rainfall,Temperature,Humidity,Min PPH,Already Grown,Season_Kharif,Season_Rabi,Season_Whole year,Crop_Arhar,Crop_Bajra,Crop_Cotton,Crop_Gram,Crop_Groundnut,Crop_Jowar,Crop_Maize,Crop_Moong,Crop_Mustard,Crop_Nigerseed,Crop_Ragi,Crop_Rice,Crop_Safflower,Crop_Sesamum,Crop_Soyabean,Crop_Sugarcane,Crop_Sunflower,Crop_Urad,Crop_Wheat
7.94,175.85,13.748,519.958,1.661,3.848,774.537,26.401,71.646,2594.177,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,442.446,27.277,66.666,3023.875,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,391.739,26.936,68.196,2912.212,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,544.72,26.811,69.98,889.231,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,638.5,26.323,70.575,2836.024,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,650.1,27.567,63.868,1438.924,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,846.3,26.198,77.498,215.577,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,801.8,27.702,62.706,-959.252,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,618.4,27.413,64.08,-1607.34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,607.2,25.803,77.106,-3895.724,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,592.4,25.966,79.393,-4079.161,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,968.0,27.06,65.714,-3544.065,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,658.4,27.848,63.117,-3869.84,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,526.6,26.997,65.846,-6768.73,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,839.6,26.707,72.563,-11738.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.94,175.85,13.748,519.958,1.661,3.848,413.0,26.592,72.681,-20492.359,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,602.018,27.308,64.996,1024.426,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,906.147,27.924,62.315,1377.975,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,671.004,26.715,68.012,1916.739,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,703.839,27.058,66.671,2778.144,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,623.519,27.111,65.896,1023.332,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,553.491,27.175,65.372,-883.669,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,638.5,26.627,70.949,-44.096,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,650.1,27.726,58.224,-420.761,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,846.3,26.377,68.711,-2222.71,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,801.8,27.542,62.79,-4444.51,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,618.4,26.261,75.411,-4715.311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,607.2,27.668,61.71,-5816.63,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,592.4,27.397,62.921,-8749.11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,968.0,25.891,74.78,-8480.964,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,658.4,26.044,77.115,-8551.021,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,526.6,27.068,64.345,-4812.766,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,839.6,27.805,62.19,-20764.391,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.687,248.115,10.111,499.674,0.554,2.801,413.0,27.009,64.443,-22623.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.509,294.094,22.567,428.035,0.556,5.129,627.842,27.21,68.31,1311.821,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.509,294.094,22.567,428.035,0.556,5.129,1063.731,28.16,63.683,2126.46,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.509,294.094,22.567,428.035,0.556,5.129,872.252,26.739,70.351,2341.327,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.509,294.094,22.567,428.035,0.556,5.129,820.375,27.295,67.246,1610.57,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.509,294.094,22.567,428.035,0.556,5.129,613.976,27.284,66.726,1380.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.509,294.094,22.567,428.035,0.556,5.129,730.189,27.085,68.747,-381.826,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.509,294.094,22.567,428.035,0.556,5.129,638.5,27.148,65.922,236.46,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.509,294.094,22.567,428.035,0.556,5.129,650.1,26.859,72.933,-559.95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.509,294.094,22.567,428.035,0.556,5.129,846.3,26.745,72.994,139.79,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.509,294.094,22.567,428.035,0.556,5.129,607.2,27.718,64.108,-5480.63,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,1122.709,27.957,64.804,1232.74,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,1144.582,27.342,67.385,4728.953,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,993.864,27.791,65.444,-398.865,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,734.9,28.461,60.477,2867.219,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,860.1,27.639,63.123,-213.605,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,1092.3,27.358,69.142,-1104.654,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,1159.0,27.247,69.282,-3245.665,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,910.7,28.383,56.962,575.505,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,810.8,26.989,67.491,2191.37,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,779.8,28.193,61.198,-5006.802,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,914.8,26.868,73.632,108.068,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,819.8,28.323,60.131,-2066.81,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,638.2,28.043,61.429,2248.386,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,939.3,26.486,73.412,-11782.91,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.558,175.453,20.291,420.332,0.435,8.999,721.1,26.645,75.369,-18171.647,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,1477.016,26.483,76.221,2067.276,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,1401.14,27.253,72.022,3585.479,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,1118.324,26.198,78.758,2014.008,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,913.272,26.754,75.855,1785.873,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,949.451,26.246,78.542,2131.986,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,823.702,26.692,76.011,77.387,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,734.9,26.585,74.147,846.987,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,860.1,27.307,71.117,859.895,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,1092.3,26.528,74.316,-1103.582,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,1159.0,26.262,80.799,-2728.47,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,910.7,26.157,81.004,-1377.797,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,810.8,27.233,67.436,-1573.505,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,779.8,25.912,79.265,-5571.012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,914.8,27.053,72.006,-1865.066,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,819.8,25.798,85.777,-3918.709,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,638.2,27.177,70.816,-3688.582,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,939.3,26.911,72.323,-12787.255,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.427,244.981,28.938,398.306,0.862,5.98,721.1,25.436,85.765,-15708.722,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,561.915,27.385,65.469,859.44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,773.876,27.889,63.189,1432.142,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,590.464,26.742,69.192,1312.88,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,583.134,27.105,67.362,1779.986,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,573.014,27.081,67.26,882.592,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,444.298,27.309,65.713,-1913.394,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,638.5,26.118,77.601,-878.642,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,650.1,27.113,65.323,-1364.638,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,846.3,27.831,62.986,-2890.061,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,801.8,27.057,65.437,-3887.12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,618.4,26.792,71.505,-5065.866,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,607.2,26.688,71.606,-5898.174,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,592.4,27.758,59.34,-8080.928,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,968.0,26.445,69.682,-9431.483,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,658.4,27.579,63.643,-8483.477,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,526.6,26.331,75.905,-9609.124,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,839.6,27.701,62.587,-18308.334,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,377.541,12.906,303.512,0.569,3.469,413.0,27.438,63.832,-21515.915,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,580.094,26.713,69.363,1410.523,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,930.254,27.76,64.278,1809.387,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,816.88,26.321,71.171,2490.876,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,607.491,27.084,66.962,2287.744,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,493.382,26.913,67.386,1613.096,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,629.394,26.744,69.167,274.807,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,638.5,25.68,77.016,1407.852,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,650.1,25.84,79.526,-241.14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,846.3,26.916,65.751,-1717.902,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,801.8,27.692,63.408,-3578.433,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,618.4,26.855,65.854,-3941.502,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,607.2,26.569,72.769,-3583.856,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,592.4,26.456,72.832,-7505.264,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,968.0,27.613,59.167,-7233.957,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,658.4,26.194,70.448,-4892.736,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,526.6,27.419,64.047,-4768.593,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.824,231.168,14.666,505.626,0.475,3.639,839.6,26.071,77.659,-18970.41,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,1729.85,25.774,86.567,2819.58,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,1531.397,26.279,82.885,2409.86,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,1197.486,25.204,92.466,2639.794,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,1043.001,25.824,86.934,2287.503,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,1010.476,25.5,89.257,3108.191,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,951.041,25.928,85.792,-461.729,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,734.9,26.099,82.736,1230.841,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,860.1,24.587,98.679,604.091,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,1092.3,24.741,100.459,-1322.501,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,1159.0,25.767,85.025,-3235.224,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,910.7,26.507,80.97,-2808.701,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,810.8,25.708,85.28,-3106.717,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,779.8,25.435,92.301,-5708.675,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,914.8,25.328,92.663,-5197.282,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,819.8,26.431,77.306,-6099.749,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,638.2,25.078,91.246,-7710.756,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,939.3,26.247,82.208,-16341.143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.349,354.241,14.075,423.706,0.647,7.951,721.1,24.961,98.105,-14186.752,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,1416.829,26.005,82.745,1667.865,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,1321.56,26.272,80.872,1596.639,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,1118.018,25.359,88.438,1855.947,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,1097.914,25.722,85.113,1270.375,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,895.161,25.622,85.804,307.994,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,875.778,25.967,82.733,-3187.338,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,860.1,25.007,95.002,-667.466,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,1092.3,26.177,80.604,-3164.455,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,1159.0,25.952,82.048,-4602.285,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,910.7,24.7,94.898,-5656.117,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,779.8,25.678,83.774,-9073.232,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,914.8,26.291,80.91,-5640.166,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,819.8,25.629,83.935,-11582.019,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,638.2,25.403,90.25,-10609.414,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,939.3,25.314,90.423,-23063.902,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.809,214.578,29.218,338.578,0.599,5.293,721.1,26.228,77.226,-15086.622,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.484,272.108,43.11,395.941,0.583,4.636,2179.41,26.207,84.928,1395.622,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.484,272.108,43.11,395.941,0.583,4.636,1885.376,26.553,82.148,2551.039,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.484,272.108,43.11,395.941,0.583,4.636,1519.744,25.576,90.959,3419.111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.484,272.108,43.11,395.941,0.583,4.636,1432.715,26.074,86.462,1989.241,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.484,272.108,43.11,395.941,0.583,4.636,1228.653,25.857,88.014,1715.284,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.484,272.108,43.11,395.941,0.583,4.636,1236.379,26.277,84.155,-1902.301,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.484,272.108,43.11,395.941,0.583,4.636,734.9,25.413,90.272,-966.437,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.484,272.108,43.11,395.941,0.583,4.636,860.1,26.456,82.364,1244.49,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.484,272.108,43.11,395.941,0.583,4.636,1092.3,25.309,96.491,-3408.486,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.484,272.108,43.11,395.941,0.583,4.636,1159.0,26.569,81.13,-5069.049,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.484,272.108,43.11,395.941,0.583,4.636,910.7,26.327,82.787,-4576.574,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
